#,Pair,Amount,Price,Fee,FeeCurrency,Date
222632965,BTC/USD,-0.02863409,6824.4,-0.39082097,USD,2018-04-05 14:54:49
222632966,BTC/USD,-0.13307504,6824.4,-1.81631461,USD,2018-04-05 14:54:49
222632967,BTC/USD,-1.45830793,6824.3,-19.90386161,USD,2018-04-05 14:54:49
222647947,BTC/USD,0.97273041,6715.0,-3.91913082,USD,2018-04-05 15:22:41
222647948,BTC/USD,0.5,6715.0,-2.0145,USD,2018-04-05 15:22:42
222647970,BTC/USD,0.07720231,6715.0,-0.31104811,USD,2018-04-05 15:22:52
222647984,BTC/USD,0.45006728,6715.0,-1.81332107,USD,2018-04-05 15:22:55
222692966,BTC/USD,2.0,6725.8,-26.9032,USD,2018-04-05 18:19:35
222693246,BTC/USD,-1.97,6719.9,-26.476406,USD,2018-04-05 18:21:57
222693247,BTC/USD,-0.03,6719.9,-0.403194,USD,2018-04-05 18:21:57
222695826,BTC/USD,0.01,6754.8,-0.135096,USD,2018-04-05 18:33:53
222695827,BTC/USD,0.3603,6755.9,-4.86830154,USD,2018-04-05 18:33:53
222695828,BTC/USD,0.15,6757.7,-2.02731,USD,2018-04-05 18:33:53
222695829,BTC/USD,0.15,6757.7,-2.02731,USD,2018-04-05 18:33:53
222695830,BTC/USD,0.15,6758.7,-2.02761,USD,2018-04-05 18:33:53
222695831,BTC/USD,1.0,6759.8,-13.5196,USD,2018-04-05 18:33:53
222695832,BTC/USD,0.15,6759.8,-2.02794,USD,2018-04-05 18:33:53
222695834,BTC/USD,1.0,6759.97435446,-13.51994871,USD,2018-04-05 18:33:53
222695835,BTC/USD,0.29795864,6760.0,-4.02840081,USD,2018-04-05 18:33:53
222695836,BTC/USD,0.05172402,6760.5,-0.69936047,USD,2018-04-05 18:33:53
222695837,BTC/USD,0.00374496,6760.7,-0.0506371,USD,2018-04-05 18:33:53
222695838,BTC/USD,0.00206,6760.7,-0.02785408,USD,2018-04-05 18:33:53
222695839,BTC/USD,0.07258426,6761.4,-0.98154243,USD,2018-04-05 18:33:53
222695840,BTC/USD,0.60162812,6761.8,-8.13617804,USD,2018-04-05 18:33:53
222696711,BTC/USD,-0.15586637,6725.1,-2.09643385,USD,2018-04-05 18:35:44
222696712,BTC/USD,-1.75450001,6725.0,-23.59802513,USD,2018-04-05 18:35:44
222696714,BTC/USD,-0.38311551,6723.26794699,-5.15157646,USD,2018-04-05 18:35:44
222696715,BTC/USD,-3.37560934,6723.0,-45.38844319,USD,2018-04-05 18:35:44
222696716,BTC/USD,-0.0207,6722.7,-0.27831978,USD,2018-04-05 18:35:44
222696717,BTC/USD,-1.6,6722.2,-21.51104,USD,2018-04-05 18:35:44
222696718,BTC/USD,-0.71020877,6722.0,-9.5480467,USD,2018-04-05 18:35:44
222700215,BTC/USD,1.0,6701.9,-13.4038,USD,2018-04-05 18:56:52
222700216,BTC/USD,0.5,6702.7,-6.7027,USD,2018-04-05 18:56:52
222700217,BTC/USD,0.45,6702.7,-6.03243,USD,2018-04-05 18:56:52
222700218,BTC/USD,2.0,6702.9,-26.8116,USD,2018-04-05 18:56:52
222700220,BTC/USD,0.05,6702.95706819,-0.67029571,USD,2018-04-05 18:56:52
222706403,BTC/USD,0.84687956,6736.8,-11.41051644,USD,2018-04-05 19:26:13
222706405,BTC/USD,0.82563801,6739.41876627,-11.1286406,USD,2018-04-05 19:26:13
222706406,BTC/USD,1.0328,6739.5,-13.9211112,USD,2018-04-05 19:26:13
222706407,BTC/USD,0.08571426,6740.0,-1.15542822,USD,2018-04-05 19:26:13
222706408,BTC/USD,0.002,6740.0,-0.02696,USD,2018-04-05 19:26:13
222706409,BTC/USD,0.49988,6740.0,-6.7383824,USD,2018-04-05 19:26:13
222706410,BTC/USD,0.7,6740.2,-9.43628,USD,2018-04-05 19:26:13
222706411,BTC/USD,0.36735915,6740.3,-4.95222176,USD,2018-04-05 19:26:13
222706761,BTC/USD,-0.5,6727.7,-6.7277,USD,2018-04-05 19:27:24
222706762,BTC/USD,-3.81,6727.5,-51.26355,USD,2018-04-05 19:27:24
222706763,BTC/USD,-0.0599,6726.9,-0.80588262,USD,2018-04-05 19:27:24
222706836,BTC/USD,0.00962901,6732.1,-0.12964692,USD,2018-04-05 19:28:06
222708266,BTC/USD,0.1,6780.0,-1.356,USD,2018-04-05 19:34:47
222708268,BTC/USD,0.00212,6780.7,-0.02875017,USD,2018-04-05 19:34:47
222708269,BTC/USD,0.0658005,6780.9,-0.89237322,USD,2018-04-05 19:34:47
222708270,BTC/USD,0.04116852,6780.9,-0.55831923,USD,2018-04-05 19:34:47
222708271,BTC/USD,0.2,6781.8,-2.71272,USD,2018-04-05 19:34:47
222708272,BTC/USD,1.5,6781.9,-20.3457,USD,2018-04-05 19:34:47
222708273,BTC/USD,0.14733894,6782.9,-1.99877059,USD,2018-04-05 19:34:47
222708274,BTC/USD,0.06736456,6783.1,-0.91388109,USD,2018-04-05 19:34:47
222708275,BTC/USD,0.17661767,6783.3,-2.39610128,USD,2018-04-05 19:34:47
222708276,BTC/USD,1.6859,6784.0,-22.8742912,USD,2018-04-05 19:34:47
222708277,BTC/USD,0.01368981,6784.5,-0.18575703,USD,2018-04-05 19:34:47
222712684,BTC/USD,-0.65956684,6765.5,-8.92459891,USD,2018-04-05 19:46:04
222712685,BTC/USD,-0.01,6765.3,-0.135306,USD,2018-04-05 19:46:04
222712686,BTC/USD,-0.016,6764.3,-0.2164576,USD,2018-04-05 19:46:04
222712687,BTC/USD,-2.0,6763.7,-27.0548,USD,2018-04-05 19:46:04
222712688,BTC/USD,-0.038,6763.0,-0.513988,USD,2018-04-05 19:46:04
222712689,BTC/USD,-0.016,6762.9,-0.2164128,USD,2018-04-05 19:46:04
222712690,BTC/USD,-0.016,6761.4,-0.2163648,USD,2018-04-05 19:46:04
222712691,BTC/USD,-0.002,6761.1,-0.0270444,USD,2018-04-05 19:46:04
222712693,BTC/USD,-0.25,6760.46377322,-3.38023189,USD,2018-04-05 19:46:04
222712694,BTC/USD,-0.016,6760.0,-0.21632,USD,2018-04-05 19:46:04
222712695,BTC/USD,-0.09698,6759.5,-1.31107262,USD,2018-04-05 19:46:04
222712696,BTC/USD,-0.016,6758.6,-0.2162752,USD,2018-04-05 19:46:04
222712697,BTC/USD,-0.7,6757.2,-9.46008,USD,2018-04-05 19:46:04
222712698,BTC/USD,-0.1,6757.1,-1.35142,USD,2018-04-05 19:46:04
222712699,BTC/USD,-0.016,6757.1,-0.2162272,USD,2018-04-05 19:46:04
222712700,BTC/USD,-0.02,6757.0,-0.27028,USD,2018-04-05 19:46:04
222712702,BTC/USD,-0.25,6756.91548717,-3.37845774,USD,2018-04-05 19:46:04
222712703,BTC/USD,-0.02,6756.4,-0.270256,USD,2018-04-05 19:46:04
222712705,BTC/USD,-0.4675,6756.2,-6.317047,USD,2018-04-05 19:46:04
222712706,BTC/USD,-3.28995316,6756.1,-44.45450509,USD,2018-04-05 19:46:04
222713201,BTC/USD,0.0743471,6767.0,-1.00621365,USD,2018-04-05 19:47:35
222713202,BTC/USD,0.14,6767.8,-1.894984,USD,2018-04-05 19:47:35
222713203,BTC/USD,1.407,6771.1,-19.0538754,USD,2018-04-05 19:47:35
222713205,BTC/USD,1.4763,6771.10863139,-19.99237535,USD,2018-04-05 19:47:35
222713206,BTC/USD,0.9023529,6772.0,-12.22146768,USD,2018-04-05 19:47:35
222715127,BTC/USD,-1.0,6765.0,-13.53,USD,2018-04-05 19:56:36
222718731,BTC/USD,-0.03207352,6782.0,-0.13051357,USD,2018-04-05 20:12:53
222718802,BTC/USD,-0.46792648,6782.0,-1.90408643,USD,2018-04-05 20:13:05
222719428,BTC/USD,-0.5,6785.0,-2.0355,USD,2018-04-05 20:16:19
222724731,BTC/USD,2.0,6756.5,-8.1078,USD,2018-04-05 20:45:21
222725360,BTC/USD,0.002,6755.1,-0.0270204,USD,2018-04-05 20:49:31
222725401,BTC/USD,-0.002,6755.0,-0.02702,USD,2018-04-05 20:49:44
222730828,BTC/USD,-0.05801002,6720.0,-0.2338964,USD,2018-04-05 21:08:48
222730869,BTC/USD,-0.94198998,6720.0,-3.7981036,USD,2018-04-05 21:08:57
222732059,BTC/USD,-1.711205,6694.0,-22.90961254,USD,2018-04-05 21:10:55
222732060,BTC/USD,-0.02,6693.1,-0.267724,USD,2018-04-05 21:10:55
222732061,BTC/USD,-0.01,6692.0,-0.13384,USD,2018-04-05 21:10:55
222732062,BTC/USD,-0.01583,6691.6,-0.21185606,USD,2018-04-05 21:10:55
222732063,BTC/USD,-0.242965,6691.3,-3.25150341,USD,2018-04-05 21:10:55
222732543,BTC/USD,-1.0,6681.4,-13.3628,USD,2018-04-05 21:11:11
222750636,BTC/USD,0.49999,6802.0,-6.80186396,USD,2018-04-05 22:37:51
222750637,BTC/USD,0.002,6803.1,-0.0272124,USD,2018-04-05 22:37:51
222750638,BTC/USD,0.892,6804.8,-12.1397632,USD,2018-04-05 22:37:51
222750639,BTC/USD,0.5,6804.9,-6.8049,USD,2018-04-05 22:37:51
222750640,BTC/USD,0.5,6805.0,-6.805,USD,2018-04-05 22:37:51
222750641,BTC/USD,1.60601,6805.0,-21.8577961,USD,2018-04-05 22:37:51
222750659,BTC/USD,3.29399,6805.0,-44.8312039,USD,2018-04-05 22:37:56
222750661,BTC/USD,0.20601,6805.00854811,-2.80379962,USD,2018-04-05 22:37:56
222751005,BTC/USD,0.2728,6810.1,-3.71559056,USD,2018-04-05 22:38:23
222762228,BTC/USD,-0.5673,6807.16600494,-7.72341055,USD,2018-04-05 23:02:03
222762229,BTC/USD,-0.1562233,6807.1,-2.12685525,USD,2018-04-05 23:02:03
222762230,BTC/USD,-1.3405,6807.1,-18.2498351,USD,2018-04-05 23:02:03
222762231,BTC/USD,-1.02,6807.1,-13.886484,USD,2018-04-05 23:02:03
222762232,BTC/USD,-0.5,6807.1,-6.8071,USD,2018-04-05 23:02:03
222762234,BTC/USD,-0.1887767,6807.0435761,-2.57002245,USD,2018-04-05 23:02:03
222917218,BTC/USD,-1.0,6595.0,-3.957,USD,2018-04-06 07:51:51
222940751,BTC/USD,-0.1,6597.2,-0.395832,USD,2018-04-06 09:05:52
222950052,BTC/USD,0.17647162,6587.4,-0.69749349,USD,2018-04-06 09:48:03
222950054,BTC/USD,0.08047767,6587.4,-0.31808316,USD,2018-04-06 09:48:04
222950060,BTC/USD,0.0030047,6587.4,-0.0118759,USD,2018-04-06 09:48:07
222950088,BTC/USD,0.5,6587.4,-1.97622,USD,2018-04-06 09:48:16
222950091,BTC/USD,0.34004601,6587.4,-1.34401145,USD,2018-04-06 09:48:19
223061805,BTC/USD,-0.1,6615.0,-0.3969,USD,2018-04-06 18:18:25
223061865,BTC/USD,-0.1,6620.0,-0.3972,USD,2018-04-06 18:18:34
223062633,BTC/USD,-0.1,6625.0,-0.3975,USD,2018-04-06 18:22:35
223062858,BTC/USD,-0.1,6630.0,-0.3978,USD,2018-04-06 18:23:01
223063958,BTC/USD,0.1,6585.0,-0.3951,USD,2018-04-06 18:30:35
223063997,BTC/USD,0.1,6580.0,-0.3948,USD,2018-04-06 18:30:35
223068257,BTC/USD,0.1,6575.0,-0.3945,USD,2018-04-06 19:01:52
223068449,BTC/USD,0.1,6570.0,-0.3942,USD,2018-04-06 19:02:03
223216240,BTC/USD,-0.5,6909.0,-2.0727,USD,2018-04-07 08:35:29
223216300,BTC/USD,-0.1,6912.0,-0.41472,USD,2018-04-07 08:36:06
223216309,BTC/USD,-0.1,6915.0,-0.4149,USD,2018-04-07 08:36:06
223217350,BTC/USD,-0.04430602,6912.0,-0.61248642,USD,2018-04-07 08:41:02
223217370,BTC/USD,-0.13227753,6906.9,-0.5481766,USD,2018-04-07 08:41:08
223217395,BTC/USD,-0.02341645,6906.9,-0.09704105,USD,2018-04-07 08:41:21
223218037,BTC/USD,-0.06998281,6897.9,-0.28964066,USD,2018-04-07 08:45:08
223218039,BTC/USD,-0.13001719,6897.9,-0.53810734,USD,2018-04-07 08:45:09
223218053,BTC/USD,-0.2,6903.6,-0.828432,USD,2018-04-07 08:45:13
223221410,BTC/USD,-0.2,6876.0,-2.7504,USD,2018-04-07 09:02:56
223222888,BTC/USD,-0.01,6864.1,-0.0411846,USD,2018-04-07 09:07:13
223222903,BTC/USD,-0.072843,6864.1,-0.30000098,USD,2018-04-07 09:07:22
223222904,BTC/USD,-0.417157,6864.1,-1.71804442,USD,2018-04-07 09:07:22
223325679,BTC/USD,-0.417049,7012.0,-1.75460855,USD,2018-04-07 16:53:35
223325702,BTC/USD,-0.1,7012.0,-0.42072,USD,2018-04-07 16:53:42
223325703,BTC/USD,-0.08620025,7012.0,-0.36266169,USD,2018-04-07 16:53:45
223325722,BTC/USD,-0.12029304,7012.0,-0.50609688,USD,2018-04-07 16:53:55
223325725,BTC/USD,-0.00000015,7012.0,-0.00000063,USD,2018-04-07 16:53:58
223365179,BTC/USD,-0.5,6971.1,-2.09133,USD,2018-04-07 21:34:11
223365184,BTC/USD,-0.1,6971.1,-0.418266,USD,2018-04-07 21:34:15
223365188,BTC/USD,-0.00870556,6971.1,-0.0364124,USD,2018-04-07 21:34:17
223365189,BTC/USD,-0.1,6971.1,-0.418266,USD,2018-04-07 21:34:18
223365196,BTC/USD,-0.1,6971.1,-0.418266,USD,2018-04-07 21:34:22
223365203,BTC/USD,-0.01427,6971.1,-0.05968656,USD,2018-04-07 21:34:28
223365223,BTC/USD,-0.01136141,6971.1,-0.04752092,USD,2018-04-07 21:34:36
223365229,BTC/USD,-0.0271942,6971.1,-0.11374409,USD,2018-04-07 21:34:41
223365232,BTC/USD,-0.01206883,6971.1,-0.05047981,USD,2018-04-07 21:34:47
223393939,BTC/USD,1.62252912,6955.0,-22.56938006,USD,2018-04-08 00:20:37
223393940,BTC/USD,0.45651875,6955.0,-6.35017581,USD,2018-04-08 00:20:37
223393941,BTC/USD,0.2,6955.0,-2.782,USD,2018-04-08 00:20:37
223393942,BTC/USD,0.02,6956.4,-0.278256,USD,2018-04-08 00:20:37
223393944,BTC/USD,0.02,6956.4,-0.278256,USD,2018-04-08 00:20:37
223393945,BTC/USD,0.5,6957.3,-6.9573,USD,2018-04-08 00:20:37
223393946,BTC/USD,0.1,6958.0,-1.3916,USD,2018-04-08 00:20:37
223393947,BTC/USD,0.002,6959.0,-0.027836,USD,2018-04-08 00:20:37
223393949,BTC/USD,0.0097325,6959.17387567,-0.13546032,USD,2018-04-08 00:20:37
223393951,BTC/USD,0.66636163,6959.2,-9.27468771,USD,2018-04-08 00:20:37
223394609,BTC/USD,0.00000044,6972.7,-0.00000614,USD,2018-04-08 00:21:01
223791750,BTC/USD,0.14013629,7184.3,-2.0135623,USD,2018-04-09 09:01:42
223791751,BTC/USD,0.17694056,7184.4,-2.54242352,USD,2018-04-09 09:01:42
223791752,BTC/USD,0.68292315,7184.5,-9.81292274,USD,2018-04-09 09:01:42
223799995,BTC/USD,-0.02,7126.7,-0.285068,USD,2018-04-09 09:25:35
223799996,BTC/USD,-0.32051253,7125.9,-4.56788048,USD,2018-04-09 09:25:35
223799997,BTC/USD,-0.4,7125.8,-5.70064,USD,2018-04-09 09:25:35
223799998,BTC/USD,-0.14092,7125.6,-2.0082791,USD,2018-04-09 09:25:35
223799999,BTC/USD,-0.11856747,7125.1,-1.68961016,USD,2018-04-09 09:25:35
223801920,BTC/USD,-0.02957272,7088.0,-0.12576686,USD,2018-04-09 09:28:29
223801932,BTC/USD,-0.022,7088.0,-0.0935616,USD,2018-04-09 09:28:31
223801936,BTC/USD,-0.6,7088.0,-2.55168,USD,2018-04-09 09:28:31
223801939,BTC/USD,-0.02,7088.0,-0.085056,USD,2018-04-09 09:28:31
223801942,BTC/USD,-0.003,7088.0,-0.0127584,USD,2018-04-09 09:28:31
223801951,BTC/USD,-0.02,7088.0,-0.085056,USD,2018-04-09 09:28:32
223801994,BTC/USD,-0.0020044,7088.0,-0.00852431,USD,2018-04-09 09:28:34
223801995,BTC/USD,-0.05,7088.0,-0.21264,USD,2018-04-09 09:28:34
223802011,BTC/USD,-0.0051,7088.0,-0.02168928,USD,2018-04-09 09:28:34
223802016,BTC/USD,-0.02,7088.0,-0.085056,USD,2018-04-09 09:28:35
223802026,BTC/USD,-0.02,7088.0,-0.085056,USD,2018-04-09 09:28:37
223802049,BTC/USD,-0.02,7088.0,-0.085056,USD,2018-04-09 09:28:39
223802084,BTC/USD,-0.02,7088.0,-0.085056,USD,2018-04-09 09:28:41
223802086,BTC/USD,-0.16832288,7088.0,-0.71584354,USD,2018-04-09 09:28:41
223804252,BTC/USD,-0.87959085,7100.0,-3.74705702,USD,2018-04-09 09:33:28
223804872,BTC/USD,-0.12040915,7088.2,-1.70696827,USD,2018-04-09 09:34:17
223806246,BTC/USD,-1.0,7075.0,-4.245,USD,2018-04-09 09:37:53
223927960,BTC/USD,-0.504,6689.9,-6.7434192,USD,2018-04-09 12:37:10
223927961,BTC/USD,-0.496,6689.9,-6.6363808,USD,2018-04-09 12:37:10
224077608,BTC/USD,0.84471556,6740.0,-11.38676575,USD,2018-04-09 23:52:37
224077609,BTC/USD,0.14792284,6740.0,-1.99399988,USD,2018-04-09 23:52:37
224077610,BTC/USD,0.0696,6740.0,-0.938208,USD,2018-04-09 23:52:37
224077611,BTC/USD,0.002,6740.2,-0.0269608,USD,2018-04-09 23:52:37
224077612,BTC/USD,0.0021,6740.7,-0.02831094,USD,2018-04-09 23:52:37
224077613,BTC/USD,0.045,6741.0,-0.60669,USD,2018-04-09 23:52:37
224077614,BTC/USD,2.8886616,6741.0,-38.94493569,USD,2018-04-09 23:52:37
224118429,BTC/USD,-1.0,6762.3,-13.5246,USD,2018-04-10 04:35:42
224122155,BTC/USD,1.0,6753.9,-4.05234,USD,2018-04-10 05:13:42
224150096,BTC/USD,-0.01,6710.9,-0.134218,USD,2018-04-10 07:43:47
224150317,BTC/USD,0.1,6710.0,-1.342,USD,2018-04-10 07:46:30
224150318,BTC/USD,0.1,6710.0,-1.342,USD,2018-04-10 07:46:31
224150428,BTC/USD,-0.19,6707.6,-2.548888,USD,2018-04-10 07:47:32
224156297,BTC/USD,-0.2,6684.1,-0.802092,USD,2018-04-10 08:29:23
224156303,BTC/USD,-0.01841658,6684.1,-0.07385896,USD,2018-04-10 08:29:26
224156313,BTC/USD,-0.5,6684.1,-2.00523,USD,2018-04-10 08:29:30
224156317,BTC/USD,-0.02,6684.1,-0.0802092,USD,2018-04-10 08:29:34
224156324,BTC/USD,-0.26158342,6684.1,-1.04906984,USD,2018-04-10 08:29:37
224156736,BTC/USD,-0.02884903,6670.0,-0.38484606,USD,2018-04-10 08:30:43
224156817,BTC/USD,-0.97115097,6668.0,-12.95126934,USD,2018-04-10 08:30:56
224172259,BTC/USD,0.08561686,6738.9,-0.34617807,USD,2018-04-10 09:15:47
224172262,BTC/USD,0.07381734,6738.9,-0.2984686,USD,2018-04-10 09:15:47
224172272,BTC/USD,0.05013235,6738.9,-0.20270214,USD,2018-04-10 09:15:47
224172273,BTC/USD,0.218,6738.9,-0.88144812,USD,2018-04-10 09:15:47
224172274,BTC/USD,1.18959921,6738.9,-4.80995407,USD,2018-04-10 09:15:47
224172276,BTC/USD,0.38283424,6738.9,-1.547929,USD,2018-04-10 09:15:47
224172380,BTC/USD,0.64130236,6738.1,-8.64231886,USD,2018-04-10 09:15:58
224172381,BTC/USD,0.12233186,6738.1,-1.64856861,USD,2018-04-10 09:15:58
224172382,BTC/USD,0.98,6738.9,-13.208244,USD,2018-04-10 09:15:58
224172384,BTC/USD,0.10462007,6740.9,-0.42314006,USD,2018-04-10 09:15:59
224172385,BTC/USD,0.05589805,6740.9,-0.2260819,USD,2018-04-10 09:15:59
224172386,BTC/USD,0.09584766,6740.9,-0.38765969,USD,2018-04-10 09:15:59
224175133,BTC/USD,-0.02,6730.9,-0.269236,USD,2018-04-10 09:27:32
224175134,BTC/USD,-0.2,6730.9,-2.69236,USD,2018-04-10 09:27:32
224175135,BTC/USD,-1.78,6730.0,-23.9588,USD,2018-04-10 09:27:32
224214418,BTC/USD,-0.12849,6750.0,-0.5203845,USD,2018-04-10 12:38:04
224214419,BTC/USD,-0.05,6750.0,-0.2025,USD,2018-04-10 12:38:05
224214424,BTC/USD,-0.02698,6750.0,-0.109269,USD,2018-04-10 12:38:09
224214445,BTC/USD,-0.29453,6750.0,-1.1928465,USD,2018-04-10 12:38:28
224236250,BTC/USD,0.5,6776.7,-6.7767,USD,2018-04-10 15:00:57
226490593,BTC/USD,-1.0,8060.4,-16.1208,USD,2018-04-13 20:24:20
226493813,BTC/USD,-0.00044309,8058.5,-0.00214238,USD,2018-04-13 20:33:02
226493847,BTC/USD,-0.14599185,8058.5,-0.70588519,USD,2018-04-13 20:33:03
226493848,BTC/USD,-0.5,8058.5,-2.41755,USD,2018-04-13 20:33:03
226493849,BTC/USD,-0.14611118,8058.5,-0.70646217,USD,2018-04-13 20:33:03
226493859,BTC/USD,-0.062,8058.5,-0.2997762,USD,2018-04-13 20:33:03
226493861,BTC/USD,-0.14545388,8058.5,-0.70328406,USD,2018-04-13 20:33:03
226513016,BTC/USD,-0.06218791,7901.8,-0.98279285,USD,2018-04-13 20:43:10
226513017,BTC/USD,-0.00304936,7901.8,-0.04819087,USD,2018-04-13 20:43:10
226513018,BTC/USD,-0.93476273,7901.8,-14.77261628,USD,2018-04-13 20:43:10
226581415,EOS/USD,-28.67992061,8.709,-0.49954686,USD,2018-04-13 22:18:38
226581416,EOS/USD,-170.0,8.708,-2.96072,USD,2018-04-13 22:18:38
226581427,EOS/USD,-24.4828,8.7028,-0.12784135,USD,2018-04-13 22:18:39
226581448,EOS/USD,-150.73220892,8.7028,-0.78707536,USD,2018-04-13 22:18:42
226597651,EOS/USD,373.89492953,8.758,-6.54914359,USD,2018-04-13 22:46:53
226605004,BTC/USD,-0.4,7894.8,-6.31584,USD,2018-04-13 23:00:38
226608032,BTC/USD,0.0775327,7942.4,-0.36947743,USD,2018-04-13 23:08:23
226608380,BTC/USD,3.3224673,7955.0,-52.86045474,USD,2018-04-13 23:08:43
226610418,BTC/USD,-0.544916,7928.4,-8.64062403,USD,2018-04-13 23:10:48
226610419,BTC/USD,-1.0,7928.3,-15.8566,USD,2018-04-13 23:10:48
226610440,BTC/USD,-0.1,7928.3,-0.475698,USD,2018-04-13 23:10:52
226610441,BTC/USD,-0.1,7928.3,-0.475698,USD,2018-04-13 23:10:52
226610442,BTC/USD,-0.1,7928.3,-0.475698,USD,2018-04-13 23:10:52
226610443,BTC/USD,-0.1,7928.3,-0.475698,USD,2018-04-13 23:10:52
226610444,BTC/USD,-0.1,7928.3,-0.475698,USD,2018-04-13 23:10:52
226610455,BTC/USD,-0.55142,7928.3,-2.62309391,USD,2018-04-13 23:10:54
226610459,BTC/USD,-0.04932553,7928.3,-0.23464056,USD,2018-04-13 23:10:55
226610461,BTC/USD,-0.07506624,7928.3,-0.3570886,USD,2018-04-13 23:10:55
226610464,BTC/USD,-0.0123,7928.3,-0.05851085,USD,2018-04-13 23:10:55
226610469,BTC/USD,-0.18764026,7928.3,-0.89260096,USD,2018-04-13 23:10:55
226610475,BTC/USD,-0.07933197,7928.3,-0.37738059,USD,2018-04-13 23:10:56
226810557,BTC/USD,3.0,8050.0,-48.3,USD,2018-04-14 10:19:44
227193779,EOS/USD,-2.0,8.4228,-0.01010736,USD,2018-04-15 07:01:03
227194100,EOS/USD,2.0,8.5073,-0.0340292,USD,2018-04-15 07:01:25
228390588,XMR/USD,-50.0,225.0,-6.75,USD,2018-04-18 06:28:15
228392531,XMR/USD,-7.36918573,225.43,-0.99674132,USD,2018-04-18 06:37:16
228392554,XMR/USD,-11.41240704,225.43,-1.54361935,USD,2018-04-18 06:37:21
228392578,XMR/USD,-14.41561392,225.43,-1.94982711,USD,2018-04-18 06:37:28
228392641,XMR/USD,-16.80279331,225.43,-2.27271222,USD,2018-04-18 06:37:44
228395875,XMR/USD,4.0,222.91,-1.78328,USD,2018-04-18 06:45:30
228395876,XMR/USD,69.4621,222.96,-30.97453963,USD,2018-04-18 06:45:30
228395877,XMR/USD,2.5,222.97,-1.11485,USD,2018-04-18 06:45:30
228395878,XMR/USD,24.0379,222.97,-10.71946113,USD,2018-04-18 06:45:30
228465610,BCH/USD,-2.7,848.95,-4.58433,USD,2018-04-18 09:15:39
228465611,BCH/USD,-2.0,848.94,-3.39576,USD,2018-04-18 09:15:39
228465612,BCH/USD,-7.491,848.93,-12.71866926,USD,2018-04-18 09:15:39
228465613,BCH/USD,-2.0,848.92,-3.39568,USD,2018-04-18 09:15:39
228465614,BCH/USD,-2.7,848.92,-4.584168,USD,2018-04-18 09:15:39
228465623,BCH/USD,-1.80090504,848.92,-0.91729458,USD,2018-04-18 09:15:39
228465624,BCH/USD,-0.2004008,848.92,-0.10207455,USD,2018-04-18 09:15:39
228465629,BCH/USD,-0.39,848.92,-0.19864728,USD,2018-04-18 09:15:40
228465635,BCH/USD,-2.0,848.92,-1.018704,USD,2018-04-18 09:15:43
228465638,BCH/USD,-3.71769416,848.92,-1.89361496,USD,2018-04-18 09:15:44
228468288,BCH/USD,25.0,844.64,-12.6696,USD,2018-04-18 09:25:15
228885778,BCH/USD,-0.19950337,892.75,-0.35621327,USD,2018-04-19 07:34:36
228885779,BCH/USD,-0.3664,892.74,-0.65419987,USD,2018-04-19 07:34:36
228885780,BCH/USD,-2.5,892.73,-4.46365,USD,2018-04-19 07:34:36
228885781,BCH/USD,-1.83174653,892.73,-3.27051016,USD,2018-04-19 07:34:36
228885782,BCH/USD,-0.1708075,892.66,-0.30494605,USD,2018-04-19 07:34:36
228885785,BCH/USD,-2.5,892.61,-1.338915,USD,2018-04-19 07:34:36
228885970,BCH/USD,-1.0342,891.32,-1.84360629,USD,2018-04-19 07:34:55
228885971,BCH/USD,-16.3973426,891.31,-29.23023087,USD,2018-04-19 07:34:55
228892982,BCH/USD,25.0,878.07,-13.17105,USD,2018-04-19 07:49:08
228975303,BCH/USD,-19.0,924.15,-35.1177,USD,2018-04-19 12:55:13
228975304,BCH/USD,-0.2422,924.14,-0.44765342,USD,2018-04-19 12:55:13
228975305,BCH/USD,-2.816,924.14,-5.20475648,USD,2018-04-19 12:55:13
228975306,BCH/USD,-1.942,924.14,-3.58935976,USD,2018-04-19 12:55:13
228975307,BCH/USD,-0.9998,924.13,-1.84789035,USD,2018-04-19 12:55:13
228976954,BCH/USD,6.2268688,941.78,-3.5186043,USD,2018-04-19 12:58:53
228976959,BCH/USD,1.0,941.78,-0.565068,USD,2018-04-19 12:58:54
228976962,BCH/USD,1.289,941.78,-0.72837265,USD,2018-04-19 12:58:54
228976963,BCH/USD,0.7,941.78,-0.3955476,USD,2018-04-19 12:58:54
228976965,BCH/USD,15.7841312,941.78,-8.91910745,USD,2018-04-19 12:58:55
233223525,IOTA/USD,1000.0,1.82,-1.092,USD,2018-04-25 11:04:23
233236989,IOTA/USD,1000.0,1.7722,-1.06332,USD,2018-04-25 11:18:58
233248012,IOTA/USD,278.09983,1.8128,-0.30248362,USD,2018-04-25 11:28:18
233248042,IOTA/USD,721.90017,1.8128,-0.78519638,USD,2018-04-25 11:28:23
233258773,IOTA/USD,300.0,1.834,-0.33012,USD,2018-04-25 11:42:48
233258777,IOTA/USD,220.0,1.834,-0.242088,USD,2018-04-25 11:42:49
233258811,IOTA/USD,480.0,1.834,-0.528192,USD,2018-04-25 11:42:56
233259770,IOTA/USD,700.0,1.8327,-0.769734,USD,2018-04-25 11:43:43
233259778,IOTA/USD,65.70034359,1.8327,-0.07224541,USD,2018-04-25 11:43:44
233259816,IOTA/USD,234.29965641,1.8327,-0.25764059,USD,2018-04-25 11:43:51
